,STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,HOUSING_STS,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,SECOND_TERM_ATTEMPT_HRS,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Attrition,No_sub_first_term,No_sub_second_term,First_term_backlog_hrs,Second_term_backlog_hrs
658,7880780,0.10018877945720513,M,BGD 8,Y,N,Music Education,-0.10249345394562985,2009,On Campus,0.30940233539803175,0.7175446854935914,High School,High School,Bachelors,20,23.0,0.7953117865170879,0,0.0,0,3,3,1,0.0
659,7977770,1.8906657089930663,F,BGD 4,Y,N,Art,-0.914677735208308,2006,Off Campus,0.09532757294096578,-0.4794354321873669,High School,No Information,Bachelors,13,12.0,-1.010958025781965,257820,0.0,0,2,3,0,0.0
660,8032299,-2.3920584710735393,M,BGD 1,Y,N,Music Education,2.976993262758974,2006,Off Campus,0.7766959232127894,-0.10423472630486107,College/Beyond,College/Beyond,Bachelors,13,18.0,-1.010958025781965,0,0.0,0,2,3,0,0.0
661,7962478,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,2.6316910897775756,2009,Off Campus,0.09532757294096578,0.7175446854935914,College/Beyond,High School,Bachelors,16,15.0,1.0301703935133226,2087580,0.0,0,3,2,0,1.0
662,7946631,0.10018877945720513,M,BGD 1,N,N,Music Performance,-0.047694063648014186,2008,Off Campus,1.4364754869628469,0.9758576693922763,College/Beyond,No Information,Bachelors,17,18.0,0.9800706175324384,5329500,0.0,1,3,4,0,0.0
663,7981808,0.10018877945720513,M,BGD 1,Y,N,Information Technology,1.0819891708982952,2008,On Campus,0.7766959232127894,-0.3259572792663698,College/Beyond,High School,Bachelors,17,19.0,1.0289759831478946,3653100,0.0,0,3,3,1,1.0
664,7863784,1.8906657089930663,F,BGD 1,N,Y,Communication,-1.170304657881328,2009,Off Campus,0.09532757294096578,-0.031022156001615966,No Information,No Information,Bachelors,21,16.0,0.8118812633062477,0,0.0,1,3,3,0,4.0
665,7784813,0.10018877945720513,M,BGD 1,Y,N,Pre-Engineering/RETP,-0.10249345394562985,2005,On Campus,0.6950510835119063,-0.171054763105785,College/Beyond,College/Beyond,Bachelors,15,16.0,1.0096488714309981,678840,179400.0,0,4,4,0,0.0
666,7905952,0.10018877945720513,F,BGD 1,Y,N,Undeclared,0.7752877038123299,2009,Off Campus,0.09532757294096578,0.2109988280117644,Middle School/Junior High,High School,Bachelors,12,14.0,1.031059952085734,7800,73860.0,0,2,3,0,4.0
667,7880680,0.10018877945720513,F,BGD 7,Y,N,Management,-0.3806533888579049,2007,On Campus,0.30940233539803175,-0.4794354321873669,College/Beyond,High School,Bachelors,14,13.0,-1.010958025781965,0,0.0,1,2,3,4,4.0
668,7992453,4.168237110798753,M,BGD 1,N,Y,Undeclared,0.4755774147414855,2008,Off Campus,-1.7280596668774246,-0.4794354321873669,No Information,No Information,Bachelors,15,16.0,-1.010958025781965,0,0.0,0,3,2,1,0.0
669,7777081,0.10018877945720513,M,BGD 4,Y,N,Undeclared,0.4755774147414855,2009,On Campus,0.30940233539803175,-0.4138342227742095,High School,High School,Bachelors,12,15.0,-1.010958025781965,0,0.0,0,2,2,0,4.0
670,7857585,0.10018877945720513,M,BGD 1,Y,N,Biology,1.0819891708982952,2005,Off Campus,0.09532757294096578,-0.03715599847067691,College/Beyond,College/Beyond,Bachelors,17,12.0,-1.010958025781965,0,0.0,0,2,4,3,0.0
671,7841213,0.10018877945720513,M,BGD 1,Y,N,Undeclared,-0.047694063648014186,2008,Off Campus,0.09532757294096578,-0.08190385130132927,High School,High School,Bachelors,12,16.0,1.023153645481629,600,580200.0,0,4,3,0,4.0
672,7860004,0.10018877945720513,M,BGD 2,Y,N,Music Performance,1.6352756966146966,2009,On Campus,1.2560285765769361,0.30208831913654965,College/Beyond,College/Beyond,Bachelors,12,15.0,1.0411889381881656,480900,264780.0,0,3,3,0,0.0
673,7964192,0.10018877945720513,F,BGD 3,Y,N,Biology,-0.914677735208308,2008,On Campus,0.7766959232127894,-0.4138342227742095,College/Beyond,College/Beyond,Bachelors,13,14.0,0.9811458939296944,204960,409020.0,0,2,2,0,4.0
674,7942365,0.10018877945720513,F,BGD 1,N,N,Art,1.6352756966146966,2010,On Campus,1.4188053441411983,-0.14881021422738858,College/Beyond,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
675,7889226,0.10018877945720513,M,BGD 1,Y,N,Biology,-2.276050236279965,2005,Off Campus,0.09532757294096578,0.4165841591298374,Other/Unknown,College/Beyond,Bachelors,16,15.0,1.0461640827716931,236460,917820.0,0,3,2,0,0.0
676,7756369,0.10018877945720513,F,BGD 3,Y,N,Pre-Nursing,-0.047694063648014186,2009,On Campus,0.30940233539803175,0.4165841591298374,High School,High School,Bachelors,13,14.0,-1.010958025781965,0,0.0,0,4,3,0,14.0
677,7912624,0.10018877945720513,F,BGD 1,Y,N,Art,-0.047694063648014186,2007,Off Campus,0.09532757294096578,-1.0998439177775572,High School,High School,Bachelors,12,13.0,0.9791209458259902,494460,438540.0,0,2,2,0,4.0
678,7936603,0.10018877945720513,F,BGD 1,Y,N,Art,-0.6514198814019851,2010,Off Campus,-0.022370332185803386,1.14196447907524,College/Beyond,College/Beyond,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
679,7938280,0.10018877945720513,M,BGD 1,Y,N,Pre-Nursing,1.395593421028921,2009,Off Campus,0.09532757294096578,0.8110913652639316,No Information,No Information,Bachelors,12,16.0,0.8717621743834888,0,0.0,1,5,4,0,0.0
680,8010146,0.10018877945720513,F,BGD 1,Y,N,Art,1.395593421028921,2009,On Campus,0.6950510835119063,-0.9735474922641539,No Information,No Information,Bachelors,15,18.0,-1.010958025781965,0,0.0,0,2,3,3,0.0
681,8017345,0.10018877945720513,F,BGD 1,Y,N,Theatre Education,1.0819891708982952,2005,On Campus,0.7766959232127894,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,16,14.0,1.0096488714309981,324840,345900.0,0,3,2,0,0.0
682,7940905,0.10018877945720513,F,BGD 1,Y,N,History,0.4755774147414855,2006,Off Campus,0.09532757294096578,0.2564870800468291,Middle School/Junior High,College/Beyond,Bachelors,15,16.0,-1.010958025781965,0,0.0,0,4,3,6,0.0
683,8013804,0.10018877945720513,F,BGD 2,Y,N,Nursing,-0.3806533888579049,2008,Off Campus,0.09532757294096578,-0.21545730974680155,College/Beyond,College/Beyond,Bachelors,12,13.0,1.0242267800510383,2544180,0.0,0,3,2,0,0.0
684,7958642,0.10018877945720513,F,BGD 3,Y,N,Psychology,-0.047694063648014186,2010,Off Campus,-1.7280596668774246,1.3574852203886423,High School,High School,Bachelors,13,13.0,-1.010958025781965,0,0.0,0,4,2,0,4.0
685,8001006,0.10018877945720513,F,BGD 3,Y,N,Pre-Nursing,-0.914677735208308,2010,Off Campus,0.09532757294096578,0.6476750333120324,College/Beyond,College/Beyond,Bachelors,13,14.0,-1.010958025781965,0,0.0,0,5,3,0,0.0
686,7959121,0.10018877945720513,F,BGD 1,Y,N,Biology,-0.10249345394562985,2006,On Campus,0.09532757294096578,0.5549040987661018,College/Beyond,College/Beyond,Bachelors,17,18.0,-1.010958025781965,0,0.0,0,6,3,0,6.0
687,7947364,0.10018877945720513,F,BGD 1,Y,N,Biology,-0.3806533888579049,2007,Off Campus,0.09532757294096578,1.2374809437786145,High School,High School,Bachelors,12,12.0,1.0279984159846285,717000,208560.0,0,4,2,0,4.0
688,7829684,-2.3920584710735393,F,BGD 1,Y,N,Biology,1.6352756966146966,2009,Off Campus,-1.7280596668774246,0.7175446854935914,College/Beyond,College/Beyond,Bachelors,18,16.0,1.0411889381881656,1052160,0.0,0,6,4,0,0.0
689,7775039,0.10018877945720513,F,BGD 1,Y,N,Music Performance,1.9607592175592756,2006,Off Campus,0.09532757294096578,1.2854016528675927,College/Beyond,College/Beyond,Bachelors,12,17.0,-1.010958025781965,0,0.0,0,2,2,0,0.0
690,7903856,0.10018877945720513,M,BGD 1,Y,N,Music Education,0.18295113740379088,2008,Off Campus,0.09532757294096578,1.6726392539719592,High School,High School,Bachelors,16,16.0,1.0289759831478946,304740,321660.0,0,3,2,0,0.0
691,7759008,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,1.0819891708982952,2010,On Campus,0.30940233539803175,1.6726392539719592,Middle School/Junior High,High School,Bachelors,13,15.0,-1.010958025781965,0,0.0,0,5,5,0,0.0
692,7765772,0.10018877945720513,F,BGD 1,Y,N,Nursing,1.0819891708982952,2005,Off Campus,-1.7280596668774246,1.0943691480479854,High School,College/Beyond,Bachelors,13,14.0,-1.010958025781965,0,0.0,0,4,3,0,3.0
693,7941124,0.10018877945720513,F,BGD 1,N,N,Art,0.18295113740379088,2005,On Campus,1.5513868919661853,0.3707015022528845,High School,College/Beyond,Bachelors,15,15.0,1.0249075859452799,1624140,0.0,1,2,4,0,0.0
694,7823935,1.8906657089930663,F,BGD 1,Y,N,Nursing,-0.3806533888579049,2006,Off Campus,-1.7280596668774246,0.8815407497039169,College/Beyond,No Information,Bachelors,15,16.0,-1.010958025781965,0,0.0,0,5,2,0,3.0
695,7813014,0.10018877945720513,M,BGD 1,Y,N,Music Performance,0.18295113740379088,2007,Off Campus,0.09532757294096578,0.27927359129611573,College/Beyond,College/Beyond,Bachelors,12,13.0,1.026668776475383,1442580,0.0,0,2,2,0,0.0
696,7943187,0.10018877945720513,F,BGD 3,Y,N,Music Education,0.7752877038123299,2007,Off Campus,0.7766959232127894,-0.4794354321873669,High School,High School,Bachelors,13,17.0,1.0219370449413223,223020,624900.0,0,2,2,0,3.0
697,7954502,0.10018877945720513,M,BGD 3,Y,N,Criminal Justice,-1.7168759708434382,2007,Off Campus,-1.7280596668774246,-1.913494370928009,College/Beyond,College/Beyond,Bachelors,16,15.0,1.0279984159846285,0,687840.0,0,4,2,0,0.0
698,7968039,-2.3920584710735393,F,BGD 3,Y,N,Sociology,-0.6514198814019851,2007,On Campus,0.09532757294096578,-0.5664933157897859,College/Beyond,College/Beyond,Bachelors,13,11.0,0.974240010932909,1678620,0.0,0,3,2,4,0.0
699,7826646,-2.3920584710735393,F,BGD 2,Y,N,Criminal Justice,0.4755774147414855,2008,On Campus,0.7766959232127894,-0.34797020033830767,Other/Unknown,High School,Bachelors,15,15.0,-1.010958025781965,0,0.0,0,2,2,3,0.0
700,7785057,0.10018877945720513,F,BGD 1,Y,N,Theatre Education,-0.10249345394562985,2008,Off Campus,0.30940233539803175,-1.5332246786116843,College/Beyond,High School,Bachelors,14,17.0,-1.010958025781965,0,0.0,0,3,3,0,0.0
701,8014139,0.10018877945720513,F,BGD 1,Y,N,Music,-0.047694063648014186,2010,On Campus,1.155489438183436,1.1896684819688388,College/Beyond,No Information,Bachelors,13,14.0,-1.010958025781965,0,0.0,0,3,4,0,0.0
702,7763936,1.8906657089930663,F,BGD 1,Y,N,Art,-0.047694063648014186,2005,Off Campus,0.09532757294096578,0.3707015022528845,High School,High School,Bachelors,14,9.0,-1.010958025781965,0,0.0,1,2,2,3,3.0
703,7883165,0.10018877945720513,F,BGD 4,Y,N,Nursing,-0.3806533888579049,2005,On Campus,0.30940233539803175,-0.10423472630486107,College/Beyond,High School,Bachelors,15,19.0,1.0096488714309981,661020,197220.0,0,5,3,0,0.0
704,7824673,0.10018877945720513,F,BGD 6,Y,N,Nursing,-0.10249345394562985,2007,Off Campus,-1.7280596668774246,0.30208831913654965,College/Beyond,College/Beyond,Bachelors,12,13.0,1.0166062814748482,0,348240.0,0,4,2,0,0.0
705,8007881,-2.3920584710735393,F,BGD 3,Y,N,Pre-Nursing,-0.6514198814019851,2009,On Campus,0.30940233539803175,-0.3919087053927686,College/Beyond,College/Beyond,Bachelors,15,16.0,1.0411889381881656,1454040,0.0,0,4,3,1,0.0
706,7765873,0.10018877945720513,F,BGD 1,Y,N,Marketing,-2.5358417512452998,2006,Off Campus,0.09532757294096578,0.4165841591298374,No Information,No Information,Bachelors,14,15.0,0.6666016158204765,0,0.0,0,5,2,0,7.0
707,7806437,0.10018877945720513,M,BGD 1,Y,N,Theatre Arts,-0.047694063648014186,2005,On Campus,0.7766959232127894,-0.739193775346295,High School,High School,Bachelors,14,14.0,1.0096488714309981,8400,458340.0,0,3,2,4,0.0
708,7773387,0.10018877945720513,F,BGD 3,Y,N,Finance,-0.6514198814019851,2005,Off Campus,0.09532757294096578,0.2564870800468291,High School,Middle School/Junior High,Bachelors,15,16.0,-1.010958025781965,0,0.0,0,5,2,0,0.0
709,7979895,0.10018877945720513,F,BGD 1,Y,N,Undeclared,0.18295113740379088,2006,Off Campus,0.09532757294096578,-0.3259572792663698,Other/Unknown,College/Beyond,Bachelors,13,12.0,1.0484352976448714,0,983640.0,0,4,2,0,0.0
710,8031481,0.10018877945720513,F,BGD 1,Y,N,Nursing,-0.10249345394562985,2006,Off Campus,0.09532757294096578,0.0977741111319466,Other/Unknown,College/Beyond,Bachelors,15,12.0,1.014841010262221,420,602700.0,0,4,2,0,0.0
711,7874355,0.10018877945720513,F,BGD 4,Y,N,Pre-Business,0.7752877038123299,2009,On Campus,1.0204500264368062,1.14196447907524,High School,High School,Bachelors,15,16.0,1.0411889381881656,0,81180.0,0,4,5,0,0.0
712,7991485,0.10018877945720513,M,BGD 1,Y,N,Management,1.0819891708982952,2005,Off Campus,0.09532757294096578,-0.6314777361184155,No Information,No Information,Bachelors,12,10.0,0.7511391992350578,0,0.0,0,3,4,0,0.0
713,7840550,0.10018877945720513,F,BGD 2,Y,N,Exercise Science,-0.3806533888579049,2005,On Campus,0.7766959232127894,0.07521442654842107,No Information,No Information,Bachelors,16,15.0,-1.010958025781965,0,0.0,0,4,4,1,1.0
714,7963960,0.10018877945720513,F,BGD 3,Y,N,Pre-Business,-2.8294552703514473,2009,On Campus,0.7766959232127894,-0.3259572792663698,High School,High School,Bachelors,14,16.0,1.0411889381881656,1478820,0.0,0,4,3,0,0.0
715,7860964,0.10018877945720513,F,BGD 1,N,N,Biology,-2.5358417512452998,2006,Off Campus,0.09532757294096578,-0.031022156001615966,College/Beyond,High School,Bachelors,13,13.0,-1.010958025781965,0,0.0,0,5,2,0,0.0
716,7964935,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,0.18295113740379088,2007,On Campus,0.09532757294096578,0.8815407497039169,High School,High School,Bachelors,12,14.0,1.0205518659245576,505860,377760.0,0,5,2,0,0.0
717,7946234,0.10018877945720513,F,BGD 1,Y,N,Undeclared,-0.047694063648014186,2007,Off Campus,0.09532757294096578,0.27927359129611573,College/Beyond,College/Beyond,Bachelors,12,12.0,-1.010958025781965,0,0.0,0,4,2,0,0.0
718,7935555,0.10018877945720513,M,BGD 1,N,N,Music Education,-0.3806533888579049,2010,On Campus,0.9688870154011483,-1.5332246786116843,College/Beyond,High School,Bachelors,13,16.0,-1.010958025781965,0,0.0,0,3,2,0,0.0
719,7793029,0.10018877945720513,M,BGD 1,Y,N,Criminal Justice,-1.170304657881328,2006,Off Campus,0.09532757294096578,-0.9099921974428251,College/Beyond,College/Beyond,Bachelors,14,13.0,1.050011288299635,1475160,0.0,0,2,2,0,4.0
720,8018934,0.10018877945720513,F,BGD 1,Y,N,Undeclared,-0.047694063648014186,2006,Off Campus,0.09532757294096578,1.14196447907524,No Information,No Information,Bachelors,14,15.0,-1.010958025781965,0,0.0,0,4,3,0,0.0
721,7765531,0.10018877945720513,F,BGD 3,Y,N,Management,-0.10249345394562985,2005,Off Campus,-1.7280596668774246,0.9522373356545518,College/Beyond,College/Beyond,Bachelors,13,19.0,-1.010958025781965,0,0.0,0,3,3,4,1.0
722,7920295,0.10018877945720513,F,BGD 1,Y,N,Communication,1.0819891708982952,2005,Off Campus,0.09532757294096578,1.0231803803540134,College/Beyond,High School,Bachelors,16,16.0,1.0103223692461076,1348680,0.0,0,4,3,7,0.0
723,7978291,-2.3920584710735393,F,BGD 2,Y,N,Chemistry,1.395593421028921,2005,Off Campus,-1.7280596668774246,1.5995103839764273,High School,College/Beyond,Bachelors,15,14.0,-1.010958025781965,0,0.0,0,3,3,0,0.0
724,7922627,0.10018877945720513,F,BGD 1,Y,N,Spec Ed: Gen. Curr. - Reading,-0.047694063648014186,2005,On Campus,0.7766959232127894,-0.19327047238019918,High School,High School,Bachelors,15,15.0,1.0096488714309981,1581360,0.0,1,5,4,0,0.0
725,7843859,0.10018877945720513,F,BGD 1,Y,N,English Language/Literature,3.328760358522896,2006,On Campus,0.7766959232127894,-1.77472253922142,College/Beyond,College/Beyond,Bachelors,12,12.0,1.0134785997743279,4210680,0.0,0,3,2,3,0.0
726,7958084,0.10018877945720513,F,BGD 1,Y,N,Theatre Education,-0.047694063648014186,2007,Off Campus,0.30940233539803175,-1.0788701475597817,High School,High School,Bachelors,16,17.0,1.0219370449413223,674220,282720.0,0,4,2,3,0.0
727,8018643,0.10018877945720513,F,BGD 1,Y,N,Art,0.18295113740379088,2007,Off Campus,-0.022370332185803386,-0.2376152427871515,College/Beyond,College/Beyond,Bachelors,14,12.0,1.0279984159846285,279480,476400.0,0,3,2,0,0.0
728,7979392,0.10018877945720513,F,BGD 3,N,N,Pre-Nursing,-0.3806533888579049,2008,On Campus,0.7766959232127894,-0.08190385130132927,College/Beyond,College/Beyond,Bachelors,14,16.0,-1.010958025781965,0,0.0,1,6,4,0,0.0
729,7960839,0.10018877945720513,F,BGD 3,Y,N,Early Childhood Education,-0.6514198814019851,2010,Off Campus,-1.7280596668774246,1.0231803803540134,High School,High School,Bachelors,13,13.0,-1.010958025781965,0,0.0,0,5,2,0,4.0
730,7775361,0.10018877945720513,F,BGD 1,N,N,Biology,-0.6514198814019851,2007,Off Campus,-1.7280596668774246,1.3815669728199274,High School,High School,Bachelors,14,15.0,0.974240010932909,413880,488880.0,0,6,3,0,0.0
731,7800254,0.10018877945720513,F,BGD 3,Y,N,Psychology,-0.047694063648014186,2005,On Campus,-1.7280596668774246,-0.4794354321873669,High School,College/Beyond,Bachelors,15,15.0,1.0096488714309981,2168100,0.0,0,4,3,0,0.0
732,7856475,0.10018877945720513,F,BGD 1,Y,N,Biology,1.6352756966146966,2008,On Campus,0.7766959232127894,-0.4794354321873669,No Information,No Information,Bachelors,14,13.0,-1.010958025781965,0,0.0,0,5,2,0,4.0
733,7843004,0.10018877945720513,F,BGD 1,N,N,Biology,-0.6514198814019851,2006,Off Campus,-1.7280596668774246,-1.0157671654166118,High School,High School,Bachelors,15,12.0,1.014841010262221,1080,743700.0,0,4,2,3,0.0
734,7973487,0.10018877945720513,M,BGD 1,Y,N,Undeclared,-0.6514198814019851,2007,On Campus,0.30940233539803175,-2.0116583785665645,High School,College/Beyond,Bachelors,15,12.0,0.974240010932909,1169940,0.0,0,5,2,0,3.0
735,7779021,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,-0.3806533888579049,2007,Off Campus,0.6950510835119063,0.3707015022528845,No Information,No Information,Bachelors,16,12.0,-1.010958025781965,0,0.0,0,3,2,7,3.0
736,7923219,-2.3920584710735393,F,BGD 1,Y,N,Political Science,-0.047694063648014186,2009,On Campus,0.6950510835119063,-0.4794354321873669,College/Beyond,High School,Bachelors,15,15.0,0.9931564341464381,734340,81360.0,1,4,3,0,3.0
737,7835544,-2.3920584710735393,F,BGD 7,Y,N,Psychology,-0.10249345394562985,2010,Off Campus,0.09532757294096578,-0.3259572792663698,No Information,No Information,Bachelors,12,16.0,-1.010958025781965,0,0.0,0,4,2,3,4.0
738,7778481,-2.3920584710735393,F,BGD 1,N,N,English and Secondary Ed,-0.6514198814019851,2007,On Campus,7.729630901312564,-1.0368317338176145,College/Beyond,No Information,Bachelors,13,16.0,0.974240010932909,3324540,0.0,0,4,2,0,4.0
739,7802135,0.10018877945720513,M,BGD 1,Y,N,Engineering Studies,-0.10249345394562985,2008,Off Campus,0.09532757294096578,0.2564870800468291,High School,High School,Bachelors,12,10.0,1.0242267800510383,249180,416220.0,0,4,3,3,0.0
740,7988854,0.10018877945720513,M,BGD 1,N,N,Biology and Secondary Ed,-0.3806533888579049,2007,Off Campus,0.09532757294096578,1.14196447907524,College/Beyond,College/Beyond,Bachelors,17,15.0,-1.010958025781965,0,0.0,1,5,2,3,3.0
741,7826920,0.10018877945720513,F,BGD 1,Y,N,Engineering Studies,-0.047694063648014186,2005,Off Campus,0.09532757294096578,0.8815407497039169,High School,College/Beyond,Bachelors,12,12.0,1.0093615145304562,105660,599580.0,1,3,4,3,0.0
742,8025837,0.10018877945720513,F,BGD 1,Y,N,Biology,1.0819891708982952,2006,Off Campus,0.09532757294096578,0.2109988280117644,College/Beyond,College/Beyond,Bachelors,13,13.0,1.014841010262221,383760,397380.0,1,3,3,3,0.0
743,7835128,0.10018877945720513,M,BGD 6,Y,N,Undeclared,-0.914677735208308,2010,Off Campus,-1.7280596668774246,0.0977741111319466,College/Beyond,College/Beyond,Bachelors,15,12.0,-1.010958025781965,0,0.0,0,4,3,6,0.0
744,7926299,0.10018877945720513,F,BGD 3,Y,N,Early Childhood Education,-1.170304657881328,2008,Off Campus,0.09532757294096578,-0.21545730974680155,College/Beyond,High School,Bachelors,14,13.0,1.0289759831478946,5400,275580.0,0,4,2,3,4.0
745,7928394,0.10018877945720513,M,BGD 3,Y,N,Music Education,-1.170304657881328,2010,Off Campus,-1.7280596668774246,-0.014739084014486207,College/Beyond,College/Beyond,Bachelors,13,12.0,-1.010958025781965,0,0.0,1,4,3,0,0.0
746,7858167,0.10018877945720513,M,BGD 4,Y,N,General Business,-0.047694063648014186,2007,On Campus,0.09532757294096578,-1.63439842593387,High School,High School,Bachelors,13,14.0,1.0219370449413223,0,596343.0,0,2,2,13,4.0
747,7765888,0.10018877945720513,F,BGD 3,Y,N,Biology,-0.047694063648014186,2006,On Campus,0.09532757294096578,-0.3259572792663698,Other/Unknown,Other/Unknown,Bachelors,14,14.0,-1.010958025781965,0,0.0,0,5,2,3,4.0
748,7942784,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,1.9607592175592756,2007,Off Campus,0.09532757294096578,-0.031022156001615966,High School,High School,Bachelors,14,14.0,-1.010958025781965,0,0.0,0,1,3,0,0.0
749,7916920,0.10018877945720513,F,BGD 1,Y,N,Biology,-0.10249345394562985,2007,On Campus,0.09532757294096578,1.8442031207854812,College/Beyond,College/Beyond,Bachelors,12,14.0,-1.010958025781965,0,0.0,0,3,5,0,0.0
750,7946324,0.10018877945720513,F,BGD 1,Y,N,Undeclared,-0.047694063648014186,2009,On Campus,0.6950510835119063,1.648236330750114,High School,High School,Bachelors,15,14.0,1.0411889381881656,2150880,0.0,0,2,4,4,3.0
751,7873746,-2.3920584710735393,F,BGD 3,Y,N,Biology,-0.6514198814019851,2009,On Campus,0.6950510835119063,-0.21545730974680155,High School,High School,Bachelors,14,17.0,1.0411889381881656,0,340680.0,0,6,2,0,3.0
752,7760803,0.10018877945720513,M,BGD 1,Y,N,Computer Science - Games,0.18295113740379088,2010,Off Campus,-1.7280596668774246,-0.34797020033830767,High School,High School,Bachelors,13,13.0,-1.010958025781965,0,0.0,1,5,3,0,0.0
753,8025862,0.10018877945720513,M,BGD 3,Y,N,Management,0.18295113740379088,2006,On Campus,1.2560285765769361,-0.4794354321873669,Other/Unknown,College/Beyond,Bachelors,16,15.0,1.0134785997743279,633780,224220.0,0,4,2,3,3.0
754,7759862,0.10018877945720513,M,BGD 1,Y,N,Political Science,0.4755774147414855,2005,Off Campus,0.09532757294096578,-0.19327047238019918,High School,High School,Bachelors,15,12.0,-1.010958025781965,0,0.0,0,4,3,0,0.0
755,7868561,0.10018877945720513,F,BGD 1,Y,N,Health Science,-0.047694063648014186,2005,Off Campus,0.09532757294096578,-1.8740045447385272,College/Beyond,College/Beyond,Bachelors,12,13.0,0.8285006001782933,0,0.0,0,4,2,0,0.0
756,7884865,0.10018877945720513,F,BGD 1,Y,N,Pre-Business,-0.6514198814019851,2010,Off Campus,0.09532757294096578,-0.03715599847067691,No Information,No Information,Bachelors,12,14.0,-1.010958025781965,0,0.0,0,3,2,0,4.0
757,7857761,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,-0.914677735208308,2008,Off Campus,0.09532757294096578,0.4165841591298374,College/Beyond,College/Beyond,Bachelors,13,12.0,1.0345200054098258,74640,457680.0,0,4,2,0,0.0
758,7963163,0.10018877945720513,F,BGD 1,Y,N,Art,-0.3806533888579049,2007,On Campus,0.09532757294096578,0.2109988280117644,High School,High School,Bachelors,15,13.0,1.0219370449413223,353940,354660.0,1,3,2,0,1.0
759,8023969,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,-0.914677735208308,2008,Off Campus,0.09532757294096578,0.8580301178391222,Middle School/Junior High,High School,Bachelors,14,7.0,1.0289759831478946,99540,663540.0,0,4,2,4,0.0
760,7931244,0.10018877945720513,F,BGD 1,Y,N,Art Education,0.18295113740379088,2008,Off Campus,0.7766959232127894,-0.9099921974428251,College/Beyond,College/Beyond,Bachelors,16,12.0,0.9800706175324384,144600,657540.0,1,3,2,0,0.0
761,7968773,0.10018877945720513,F,BGD 1,Y,N,Undeclared,0.4755774147414855,2005,Off Campus,0.09532757294096578,0.5549040987661018,High School,High School,Bachelors,12,13.0,1.0103223692461076,29400,461460.0,0,3,2,0,6.0
762,7798917,0.10018877945720513,F,BGD 1,Y,N,Early Childhood Education,-0.10249345394562985,2005,Off Campus,0.09532757294096578,-1.2665385825762299,High School,College/Beyond,Bachelors,14,15.0,-1.010958025781965,0,0.0,0,4,2,3,7.0
763,7967370,0.10018877945720513,F,BGD 2,Y,N,Art Education,0.4755774147414855,2008,On Campus,0.30940233539803175,-0.5664933157897859,Other/Unknown,Other/Unknown,Bachelors,16,15.0,0.9800706175324384,1790100,0.0,0,4,2,4,0.0
764,7893429,0.10018877945720513,F,BGD 3,Y,N,Pre-Nursing,0.4755774147414855,2009,Off Campus,-1.7280596668774246,-0.9946724058333599,High School,High School,Bachelors,12,12.0,0.9931564341464381,327660,488040.0,0,5,2,6,0.0
765,8026406,0.10018877945720513,M,BGD 4,Y,N,Music Performance,-0.10249345394562985,2005,Off Campus,-1.7280596668774246,-1.6545392050568204,College/Beyond,College/Beyond,Bachelors,13,15.0,-1.010958025781965,0,0.0,0,3,3,6,2.0
766,7864517,0.10018877945720513,M,BGD 1,Y,N,Music Education,1.9607592175592756,2009,On Campus,0.7766959232127894,-1.287237901578635,No Information,No Information,Bachelors,12,12.0,0.8118812633062477,0,0.0,0,2,2,10,2.0
767,7899294,0.10018877945720513,F,BGD 1,Y,N,Music Performance,1.0819891708982952,2007,Off Campus,0.30940233539803175,1.0468827031642134,College/Beyond,College/Beyond,Bachelors,15,17.0,1.0219370449413223,1542900,0.0,0,1,2,3,0.0
768,7897132,0.10018877945720513,F,BGD 1,Y,N,Theatre Arts,2.6316910897775756,2010,On Campus,0.7766959232127894,0.39362879700816206,High School,High School,Bachelors,16,15.0,-1.010958025781965,0,0.0,0,1,3,3,0.0
769,7787344,0.10018877945720513,F,BGD 1,Y,N,Joint Enrollment - Accel,0.7752877038123299,2008,Off Campus,0.09532757294096578,-0.08190385130132927,No Information,No Information,Bachelors,14,12.0,0.6621344346601581,0,0.0,0,2,3,4,3.0
770,7924941,0.10018877945720513,M,BGD 2,Y,N,Undeclared,-0.047694063648014186,2008,Off Campus,0.09532757294096578,-0.3259572792663698,No Information,No Information,Bachelors,12,13.0,-1.010958025781965,0,0.0,0,4,2,3,10.0
